id,name,kabkota_id,create_uid,create_date,write_uid,write_date
1, Arongan Lambalek,1,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
2, Bubon,1,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
3, Johan Pahlawan,1,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
4, Kaway XVI,1,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
5, Meureubo,1,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
6, Pante Ceureumen (Pantai Ceuremen),1,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
7, Panton Reu,1,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
8, Samatiga,1,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
9, Sungai Mas,1,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
10, Woyla,1,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
11, Woyla Barat,1,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
12, Woyla Timur,1,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
13, Babah Rot,2,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
14, Blang Pidie,2,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
15, Jeumpa,2,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
16, Kuala Batee,2,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
17, Lembah Sabil,2,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
18, Manggeng,2,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
19, Setia,2,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
20, Susoh,2,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
21, Tangan-Tangan,2,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
22, Baitussalam,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
23, Blank Bintang,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
24, Darul Imarah,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
25, Darul Kamal,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
26, Darussalam,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
27, Indrapuri,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
28, Ingin Jaya,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
29, Kota Cot Glie (Kuta Cot Glie),3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
30, Kota Jantho,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
31, Kota Malaka (Kuta Malaka),3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
32, Krueng Barona Jaya,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
33, Kuta Baro,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
34, Lembah Seulawah,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
35, Leupung,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
36, Lhoknga (Lho\nga),3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
37, Lhoong,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
38, Mantasiek (Montasik),3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
39, Mesjid Raya,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
40, Peukan Bada,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
41, Pulo Aceh,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
42, Seulimeum,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
43, Simpang Tiga,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
44, Suka Makmur,3,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
45, Darul Hikmah,4,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
46, Indra Jaya,4,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
47, Jaya,4,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
48, Keude Panga,4,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
49, Krueng Sabee,4,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
50, Pasie Raya,4,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
51, Sampoiniet,4,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
52, Setia Bakti,4,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
53, Teunom,4,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
54, Bakongan,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
55, Bakongan Timur,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
56, Kluet Selatan,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
57, Kluet Tengah,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
58, Kluet Timur,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
59, Kluet Utara,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
60, Kota Bahagia,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
61, Labuhan Haji,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
62, Labuhan Haji Barat,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
63, Labuhan Haji Timur,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
64, Meukek,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
65, Pasie Raja,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
66, Sama Dua,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
67, Sawang,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
68, Tapak Tuan,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
69, Trumon,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
70, Trumon Tengah,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
71, Trumon Timur,5,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
72, Danau Paris,6,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
73, Gunung Meriah (Mariah),6,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
74, Kota Baharu,6,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
75, Kuala Baru,6,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
76, Pulau Banyak,6,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
77, Pulau Banyak Barat,6,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
78, Simpang Kanan,6,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
79, Singkil,6,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
80, Singkil Utara,6,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
81, Singkohor,6,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
82, Suro Makmur,6,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
83, Banda Mulia,7,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
84, Bandar Pusaka,7,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
85, Bendahara,7,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
86, Karang Baru,7,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
87, Kejuruan Muda,7,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
88, Kota Kuala Simpang,7,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
89, Manyak Payed,7,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
90, Rantau,7,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
91, Sekerak,7,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
92, Seruway,7,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
93, Tamiang Hulu,7,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
94, Tenggulun,7,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
95, Atu Lintang,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
96, Bebesen,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
97, Bies,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
98, Bintang,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
99, Celala,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
100, Jagong Jeget,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
101, Kebayakan,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
102, Ketol,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
103, Kute Panang,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
104, Linge,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
105, Lut Tawar,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
106, Pegasing,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
107, Rusip Antara,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
108, Silih Nara,8,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
109, Babul Makmur,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
110, Babul Rahmah,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
111, Babussalam,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
112, Badar,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
113, Bambel,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
114, Bukit Tusam,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
115, Darul Hasanah,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
116, Deleng Pokhisen,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
117, Ketambe,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
118, Lawe Alas,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
119, Lawe Bulan,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
120, Lawe Sigala-Gala,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
121, Lawe Sumur,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
122, Leuser,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
123, Semadam,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
124, Tanah Alas,9,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
125, Banda Alam,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
126, Birem Bayeun,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
127, Darul Aman,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
128, Darul Falah,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
129, Darul Iksan (Ihsan),10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
130, Idi Rayeuk,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
131, Idi Timur,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
132, Idi Tunong,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
133, Indra Makmur,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
134, Julok,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
135, Madat,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
136, Nurussalam,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
137, Pante Bidari,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
138, Peudawa,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
139, Peunaron,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
140, Peureulak,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
141, Peureulak Barat,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
142, Peureulak Timur,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
143, Rantau Selamat,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
144, Ranto Peureulak,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
145, Serbajadi,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
146, Simpang Jernih,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
147, Simpang Ulim,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
148, Sungai Raya,10,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
149, Baktiya,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
150, Baktiya Barat,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
151, Banda Baro,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
152, Cot Girek,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
153, Dewantara,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
154, Geuredong Pase,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
155, Kuta Makmur,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
156, Langkahan,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
157, Lapang,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
158, Lhoksukon,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
159, Matangkuli,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
160, Meurah Mulia,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
161, Muara Batu,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
162, Nibong,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
163, Nisam,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
164, Nisam Antara,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
165, Paya Bakong,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
166, Pirak Timur,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
167, Samudera,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
168, Sawang,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
169, Seunuddon (Seunudon),11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
170, Simpang Kramat (Keramat),11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
171, Syamtalira Aron,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
172, Syamtalira Bayu,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
173, Tanah Jambo Aye,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
174, Tanah Luas,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
175, Tanah Pasir,11,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
176, Bandar,12,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
177, Bener Kelipah,12,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
178, Bukit,12,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
179, Gajah Putih,12,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
180, Mesidah,12,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
181, Permata,12,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
182, Pintu Rime Gayo,12,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
183, Syiah Utama,12,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
184, Timang Gajah,12,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
185, Wih Pesam,12,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
186, Ganda Pura,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
187, Jangka,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
188, Jeumpa,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
189, Jeunieb,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
190, Juli,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
191, Kota Juang,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
192, Kuala,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
193, Kuta Blang,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
194, Makmur,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
195, Pandrah,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
196, Peudada,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
197, Peulimbang (Plimbang),13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
198, Peusangan,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
199, Peusangan Selatan,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
200, Peusangan Siblah Krueng,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
201, Samalanga,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
202, Simpang Mamplam,13,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
203, Blang Jerango,14,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
204, Blang Kejeren,14,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
205, Blang Pegayon,14,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
206, Dabun Gelang (Debun Gelang),14,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
207, Kuta Panjang,14,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
208, Pantan Cuaca,14,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
209, Pining (Pinding),14,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
210, Putri Betung,14,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
211, Rikit Gaib,14,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
212, Terangun (Terangon),14,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
213, Teripe/Tripe Jaya,14,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
214, Beutong,15,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
215, Beutong Ateuh Banggalang,15,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
216, Darul Makmur,15,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
217, Kuala,15,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
218, Kuala Pesisir,15,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
219, Seunagan,15,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
220, Seunagan Timur,15,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
221, Suka Makmue,15,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
222, Tadu Raya,15,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
223, Tripa Makmur,15,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
224, Batee,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
225, Delima,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
226, Geumpang,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
227, Glumpang Baro,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
228, Glumpang Tiga (Geulumpang Tiga),16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
229, Grong Grong,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
230, Indrajaya,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
231, Kembang Tanjong,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
232, Keumala,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
233, Kota Sigli,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
234, Mane,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
235, Mila,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
236, Muara Tiga,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
237, Mutiara,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
238, Mutiara Timur,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
239, Padang Tiji,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
240, Peukan Baro,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
241, Pidie,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
242, Sakti,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
243, Simpang Tiga,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
244, Tangse,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
245, Tiro/Truseb,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
246, Titeue,16,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
247, Bandar Baru,17,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
248, Bandar Dua,17,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
249, Jangka Buya,17,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
250, Meurah Dua,17,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
251, Meureudu,17,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
252, Panteraja,17,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
253, Trienggadeng,17,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
254, Ulim,17,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
255, Alapan (Alafan),18,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
256, Salang,18,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
257, Simeuleu Barat,18,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
258, Simeuleu Tengah,18,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
259, Simeuleu Timur,18,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
260, Simeulue Cut,18,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
261, Teluk Dalam,18,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
262, Teupah Barat,18,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
263, Teupah Selatan,18,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
264, Teupah Tengah,18,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
265, Baiturrahman,19,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
266, Banda Raya,19,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
267, Jaya Baru,19,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
268, Kuta Alam,19,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
269, Kuta Raja,19,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
270, Lueng Bata,19,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
271, Meuraxa,19,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
272, Syiah Kuala,19,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
273, Ulee Kareng,19,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
274, Langsa Barat,20,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
275, Langsa Baro,20,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
276, Langsa Kota,20,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
277, Langsa Lama,20,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
278, Langsa Timur,20,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
279, Banda Sakti,21,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
280, Blang Mangat,21,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
281, Muara Dua,21,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
282, Muara Satu,21,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
283, Sukajaya,22,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
284, Sukakarya,22,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
285, Longkib,23,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
286, Penanggalan,23,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
287, Rundeng,23,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
288, Simpang Kiri,23,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
289, Sultan Daulat,23,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
290, Abiansemal,24,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
291, Kuta,24,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
292, Kuta Selatan,24,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
293, Kuta Utara,24,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
294, Mengwi,24,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
295, Petang,24,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
296, Bangli,25,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
297, Kintamani,25,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
298, Susut,25,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
299, Tembuku,25,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
300, Banjar,26,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
301, Buleleng,26,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
302, Busungbiu,26,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
303, Gerokgak,26,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
304, Kubutambahan,26,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
305, Sawan,26,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
306, Seririt,26,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
307, Sukasada,26,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
308, Tejakula,26,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
309, Belah Batuh (Blahbatuh),27,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
310, Gianyar,27,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
311, Payangan,27,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
312, Sukawati,27,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
313, Tampak Siring,27,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
314, Tegallalang,27,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
315, Ubud,27,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
316, Jembrana,28,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
317, Melaya,28,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
318, Mendoyo,28,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
319, Negara,28,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
320, Pekutatan,28,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
321, Abang,29,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
322, Bebandem,29,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
323, Karang Asem,29,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
324, Kubu,29,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
325, Manggis,29,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
326, Rendang,29,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
327, Selat,29,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
328, Sidemen,29,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
329, Banjarangkan,30,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
330, Dawan,30,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
331, Klungkung,30,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
332, Nusapenida,30,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
333, Baturiti,31,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
334, Kediri,31,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
335, Kerambitan,31,1,2021-03-14 14:01:02,1,2021-03-14 14:01:02
